5,71E+02;1,18E+02;-3,58E+02
5,71E+02;1,18E+02;-3,58E+02
5,71E+02;1,18E+02;-3,58E+02
5,71E+02;1,19E+02;-3,58E+02
5,71E+02;1,19E+02;-3,58E+02
5,71E+02;1,19E+02;-3,58E+02
5,71E+02;1,19E+02;-3,58E+02
5,71E+02;1,19E+02;-3,58E+02
5,71E+02;1,20E+02;-3,58E+02
5,71E+02;1,20E+02;-3,58E+02
5,71E+02;1,20E+02;-3,58E+02
5,71E+02;1,20E+02;-3,58E+02
5,71E+02;1,20E+02;-3,58E+02
5,71E+02;1,21E+02;-3,57E+02
5,71E+02;1,21E+02;-3,57E+02
5,71E+02;1,21E+02;-3,57E+02
5,71E+02;1,21E+02;-3,57E+02
5,71E+02;1,21E+02;-3,57E+02
5,71E+02;1,22E+02;-3,57E+02
5,71E+02;1,22E+02;-3,57E+02
5,71E+02;1,22E+02;-3,58E+02
5,71E+02;1,22E+02;-3,57E+02
5,71E+02;1,22E+02;-3,57E+02
5,71E+02;1,23E+02;-3,58E+02
5,71E+02;1,23E+02;-3,58E+02
5,71E+02;1,23E+02;-3,58E+02
5,71E+02;1,23E+02;-3,58E+02
5,71E+02;1,23E+02;-3,58E+02
5,71E+02;1,24E+02;-3,58E+02
5,71E+02;1,24E+02;-3,58E+02
5,71E+02;1,24E+02;-3,58E+02
5,71E+02;1,24E+02;-3,58E+02
5,71E+02;1,24E+02;-3,58E+02
5,71E+02;1,25E+02;-3,58E+02
5,71E+02;1,25E+02;-3,58E+02
5,71E+02;1,25E+02;-3,58E+02
5,71E+02;1,25E+02;-3,58E+02
5,71E+02;1,25E+02;-3,58E+02
5,71E+02;1,26E+02;-3,58E+02
5,71E+02;1,26E+02;-3,58E+02
5,71E+02;1,26E+02;-3,58E+02
5,71E+02;1,26E+02;-3,58E+02
5,71E+02;1,27E+02;-3,58E+02
5,71E+02;1,27E+02;-3,58E+02
5,71E+02;1,27E+02;-3,59E+02
5,71E+02;1,27E+02;-3,59E+02
5,71E+02;1,27E+02;-3,59E+02
5,71E+02;1,28E+02;-3,59E+02
5,71E+02;1,28E+02;-3,59E+02
5,71E+02;1,28E+02;-3,59E+02
5,71E+02;1,28E+02;-3,59E+02
5,71E+02;1,28E+02;-3,59E+02
5,71E+02;1,29E+02;-3,59E+02
5,71E+02;1,29E+02;-3,59E+02
5,71E+02;1,29E+02;-3,60E+02
5,71E+02;1,29E+02;-3,60E+02
5,73E+02;1,13E+02;-3,61E+02
5,73E+02;1,13E+02;-3,61E+02
5,73E+02;1,13E+02;-3,61E+02
5,73E+02;1,14E+02;-3,61E+02
5,73E+02;1,14E+02;-3,60E+02
5,73E+02;1,14E+02;-3,60E+02
5,73E+02;1,14E+02;-3,60E+02
5,73E+02;1,14E+02;-3,60E+02
5,73E+02;1,15E+02;-3,60E+02
5,73E+02;1,15E+02;-3,60E+02
5,73E+02;1,15E+02;-3,60E+02
5,73E+02;1,15E+02;-3,60E+02
5,73E+02;1,15E+02;-3,60E+02
5,73E+02;1,16E+02;-3,59E+02
5,73E+02;1,16E+02;-3,59E+02
5,73E+02;1,16E+02;-3,59E+02
5,73E+02;1,16E+02;-3,59E+02
5,73E+02;1,16E+02;-3,59E+02
5,73E+02;1,17E+02;-3,59E+02
5,73E+02;1,17E+02;-3,59E+02
5,73E+02;1,17E+02;-3,59E+02
5,73E+02;1,17E+02;-3,59E+02
5,73E+02;1,17E+02;-3,59E+02
5,73E+02;1,18E+02;-3,59E+02
5,73E+02;1,18E+02;-3,59E+02
5,73E+02;1,18E+02;-3,58E+02
5,73E+02;1,18E+02;-3,58E+02
5,73E+02;1,18E+02;-3,58E+02
5,73E+02;1,19E+02;-3,58E+02
5,73E+02;1,19E+02;-3,58E+02
5,73E+02;1,19E+02;-3,58E+02
5,73E+02;1,19E+02;-3,58E+02
5,73E+02;1,19E+02;-3,58E+02
5,73E+02;1,20E+02;-3,58E+02
5,73E+02;1,20E+02;-3,58E+02
5,73E+02;1,20E+02;-3,58E+02
5,73E+02;1,20E+02;-3,58E+02
5,73E+02;1,20E+02;-3,58E+02
5,73E+02;1,21E+02;-3,58E+02
5,73E+02;1,21E+02;-3,58E+02
5,73E+02;1,21E+02;-3,58E+02
5,73E+02;1,21E+02;-3,58E+02
5,73E+02;1,21E+02;-3,58E+02
5,73E+02;1,22E+02;-3,58E+02
5,73E+02;1,22E+02;-3,58E+02
5,73E+02;1,22E+02;-3,58E+02
5,73E+02;1,22E+02;-3,58E+02
5,73E+02;1,22E+02;-3,58E+02
5,73E+02;1,23E+02;-3,58E+02
5,73E+02;1,23E+02;-3,58E+02
5,73E+02;1,23E+02;-3,58E+02
5,73E+02;1,23E+02;-3,58E+02
5,73E+02;1,23E+02;-3,58E+02
5,73E+02;1,24E+02;-3,58E+02
5,73E+02;1,24E+02;-3,58E+02
5,73E+02;1,24E+02;-3,58E+02
5,73E+02;1,24E+02;-3,58E+02
5,73E+02;1,24E+02;-3,58E+02
5,73E+02;1,25E+02;-3,58E+02
5,73E+02;1,25E+02;-3,58E+02
5,73E+02;1,25E+02;-3,58E+02
5,73E+02;1,25E+02;-3,59E+02
5,73E+02;1,25E+02;-3,59E+02
5,73E+02;1,26E+02;-3,59E+02
5,73E+02;1,26E+02;-3,59E+02
5,73E+02;1,26E+02;-3,59E+02
5,73E+02;1,26E+02;-3,59E+02
5,73E+02;1,26E+02;-3,59E+02
5,73E+02;1,27E+02;-3,59E+02
5,73E+02;1,27E+02;-3,59E+02
5,73E+02;1,27E+02;-3,59E+02
5,73E+02;1,27E+02;-3,59E+02
5,73E+02;1,27E+02;-3,59E+02
5,73E+02;1,28E+02;-3,60E+02
5,73E+02;1,28E+02;-3,60E+02
5,73E+02;1,28E+02;-3,60E+02
5,73E+02;1,28E+02;-3,60E+02
5,73E+02;1,28E+02;-3,60E+02
5,73E+02;1,29E+02;-3,60E+02
5,73E+02;1,29E+02;-3,60E+02
5,73E+02;1,29E+02;-3,60E+02
5,73E+02;1,29E+02;-3,60E+02
5,73E+02;1,29E+02;-3,61E+02
5,73E+02;1,13E+02;-3,61E+02
5,73E+02;1,13E+02;-3,61E+02
5,73E+02;1,13E+02;-3,61E+02
5,73E+02;1,14E+02;-3,61E+02
5,73E+02;1,14E+02;-3,61E+02
5,73E+02;1,14E+02;-3,61E+02
5,73E+02;1,14E+02;-3,61E+02
5,73E+02;1,14E+02;-3,60E+02
5,73E+02;1,15E+02;-3,60E+02
5,73E+02;1,15E+02;-3,60E+02
5,73E+02;1,15E+02;-3,60E+02
5,73E+02;1,15E+02;-3,60E+02
5,73E+02;1,15E+02;-3,60E+02
5,73E+02;1,16E+02;-3,60E+02
5,73E+02;1,16E+02;-3,60E+02
5,73E+02;1,16E+02;-3,60E+02
5,73E+02;1,16E+02;-3,60E+02
5,73E+02;1,16E+02;-3,59E+02
5,73E+02;1,17E+02;-3,59E+02
5,73E+02;1,17E+02;-3,59E+02
5,73E+02;1,17E+02;-3,59E+02
5,73E+02;1,17E+02;-3,59E+02
5,73E+02;1,17E+02;-3,59E+02
5,73E+02;1,18E+02;-3,59E+02
5,73E+02;1,18E+02;-3,59E+02
5,73E+02;1,18E+02;-3,59E+02
5,73E+02;1,18E+02;-3,59E+02
5,73E+02;1,18E+02;-3,59E+02
5,73E+02;1,19E+02;-3,59E+02
5,73E+02;1,19E+02;-3,59E+02
5,73E+02;1,19E+02;-3,59E+02
5,73E+02;1,19E+02;-3,59E+02
5,73E+02;1,19E+02;-3,59E+02
5,73E+02;1,20E+02;-3,59E+02
5,73E+02;1,20E+02;-3,59E+02
5,73E+02;1,20E+02;-3,59E+02
5,73E+02;1,20E+02;-3,59E+02
5,73E+02;1,20E+02;-3,58E+02
5,73E+02;1,21E+02;-3,58E+02
5,73E+02;1,21E+02;-3,58E+02
5,73E+02;1,21E+02;-3,58E+02
5,73E+02;1,21E+02;-3,58E+02
5,73E+02;1,21E+02;-3,58E+02
5,73E+02;1,22E+02;-3,58E+02
5,73E+02;1,22E+02;-3,58E+02
5,73E+02;1,22E+02;-3,58E+02
5,73E+02;1,22E+02;-3,58E+02
5,73E+02;1,22E+02;-3,58E+02
5,73E+02;1,23E+02;-3,58E+02
5,73E+02;1,23E+02;-3,59E+02
5,73E+02;1,23E+02;-3,59E+02
5,73E+02;1,23E+02;-3,59E+02
5,73E+02;1,23E+02;-3,59E+02
5,73E+02;1,24E+02;-3,59E+02
5,73E+02;1,24E+02;-3,59E+02
5,73E+02;1,24E+02;-3,59E+02
5,73E+02;1,24E+02;-3,59E+02
5,73E+02;1,24E+02;-3,59E+02
5,73E+02;1,25E+02;-3,59E+02
5,73E+02;1,25E+02;-3,59E+02
5,73E+02;1,25E+02;-3,59E+02
5,73E+02;1,25E+02;-3,59E+02
5,73E+02;1,25E+02;-3,59E+02
5,73E+02;1,26E+02;-3,59E+02
5,73E+02;1,26E+02;-3,59E+02
5,73E+02;1,26E+02;-3,59E+02
5,73E+02;1,26E+02;-3,59E+02
5,73E+02;1,26E+02;-3,59E+02
5,73E+02;1,27E+02;-3,60E+02
5,73E+02;1,27E+02;-3,60E+02
5,73E+02;1,27E+02;-3,60E+02
5,73E+02;1,27E+02;-3,60E+02
5,73E+02;1,27E+02;-3,60E+02
5,73E+02;1,28E+02;-3,60E+02
5,73E+02;1,28E+02;-3,60E+02
5,73E+02;1,28E+02;-3,60E+02
5,73E+02;1,28E+02;-3,60E+02
5,73E+02;1,28E+02;-3,60E+02
5,73E+02;1,29E+02;-3,61E+02
5,73E+02;1,29E+02;-3,61E+02
5,73E+02;1,29E+02;-3,61E+02
5,73E+02;1,29E+02;-3,61E+02
5,73E+02;1,29E+02;-3,61E+02
5,73E+02;1,13E+02;-3,62E+02
5,73E+02;1,14E+02;-3,62E+02
5,73E+02;1,14E+02;-3,61E+02
5,73E+02;1,14E+02;-3,61E+02
5,73E+02;1,14E+02;-3,61E+02
5,73E+02;1,14E+02;-3,61E+02
5,73E+02;1,15E+02;-3,61E+02
5,73E+02;1,15E+02;-3,61E+02
5,73E+02;1,15E+02;-3,61E+02
5,73E+02;1,15E+02;-3,60E+02
5,73E+02;1,15E+02;-3,60E+02
5,73E+02;1,16E+02;-3,60E+02
5,73E+02;1,16E+02;-3,60E+02
5,73E+02;1,16E+02;-3,60E+02
5,73E+02;1,16E+02;-3,60E+02
5,73E+02;1,16E+02;-3,60E+02
5,73E+02;1,17E+02;-3,60E+02
5,73E+02;1,17E+02;-3,60E+02
5,73E+02;1,17E+02;-3,60E+02
5,73E+02;1,17E+02;-3,60E+02
5,73E+02;1,17E+02;-3,59E+02
5,73E+02;1,18E+02;-3,59E+02
5,73E+02;1,18E+02;-3,59E+02
5,73E+02;1,18E+02;-3,59E+02
5,73E+02;1,18E+02;-3,59E+02
5,73E+02;1,18E+02;-3,59E+02
5,73E+02;1,19E+02;-3,59E+02
5,73E+02;1,19E+02;-3,59E+02
5,73E+02;1,19E+02;-3,59E+02
5,73E+02;1,19E+02;-3,59E+02
5,73E+02;1,19E+02;-3,59E+02
5,73E+02;1,20E+02;-3,59E+02
5,73E+02;1,20E+02;-3,59E+02
5,73E+02;1,20E+02;-3,59E+02
5,73E+02;1,20E+02;-3,59E+02
5,73E+02;1,20E+02;-3,59E+02
5,73E+02;1,21E+02;-3,59E+02
5,73E+02;1,21E+02;-3,59E+02
5,73E+02;1,21E+02;-3,59E+02
5,73E+02;1,21E+02;-3,59E+02
5,73E+02;1,21E+02;-3,59E+02
5,73E+02;1,22E+02;-3,59E+02
5,73E+02;1,22E+02;-3,59E+02
5,73E+02;1,22E+02;-3,59E+02
5,73E+02;1,22E+02;-3,59E+02
5,73E+02;1,22E+02;-3,59E+02
5,73E+02;1,23E+02;-3,59E+02
5,73E+02;1,23E+02;-3,59E+02
5,73E+02;1,23E+02;-3,59E+02
5,73E+02;1,23E+02;-3,59E+02
5,73E+02;1,23E+02;-3,59E+02
5,73E+02;1,24E+02;-3,59E+02
5,73E+02;1,24E+02;-3,59E+02
5,73E+02;1,24E+02;-3,59E+02
5,73E+02;1,24E+02;-3,59E+02
5,73E+02;1,24E+02;-3,59E+02
5,73E+02;1,25E+02;-3,59E+02
5,73E+02;1,25E+02;-3,59E+02
5,73E+02;1,25E+02;-3,59E+02
5,73E+02;1,25E+02;-3,59E+02
5,73E+02;1,25E+02;-3,59E+02
5,73E+02;1,26E+02;-3,59E+02
5,73E+02;1,26E+02;-3,59E+02
5,73E+02;1,26E+02;-3,60E+02
5,73E+02;1,26E+02;-3,60E+02
5,73E+02;1,26E+02;-3,60E+02
5,73E+02;1,27E+02;-3,60E+02
5,73E+02;1,27E+02;-3,60E+02
5,73E+02;1,27E+02;-3,60E+02
5,73E+02;1,27E+02;-3,60E+02
5,73E+02;1,27E+02;-3,60E+02
5,73E+02;1,28E+02;-3,60E+02
5,73E+02;1,28E+02;-3,60E+02
5,73E+02;1,28E+02;-3,61E+02
5,73E+02;1,28E+02;-3,61E+02
5,73E+02;1,28E+02;-3,61E+02
5,73E+02;1,29E+02;-3,61E+02
5,73E+02;1,29E+02;-3,61E+02
5,73E+02;1,29E+02;-3,61E+02
5,73E+02;1,29E+02;-3,61E+02
5,73E+02;1,29E+02;-3,61E+02
5,73E+02;1,30E+02;-3,62E+02
5,73E+02;1,30E+02;-3,62E+02
5,75E+02;1,13E+02;-3,63E+02
5,75E+02;1,14E+02;-3,62E+02
5,75E+02;1,14E+02;-3,62E+02
5,75E+02;1,14E+02;-3,62E+02
5,75E+02;1,14E+02;-3,62E+02
5,75E+02;1,14E+02;-3,62E+02
5,75E+02;1,15E+02;-3,62E+02
5,75E+02;1,15E+02;-3,61E+02
5,75E+02;1,15E+02;-3,61E+02
5,75E+02;1,15E+02;-3,61E+02
5,75E+02;1,15E+02;-3,61E+02
5,75E+02;1,16E+02;-3,61E+02
5,75E+02;1,16E+02;-3,61E+02
5,75E+02;1,16E+02;-3,61E+02
5,75E+02;1,16E+02;-3,61E+02
5,75E+02;1,16E+02;-3,61E+02
5,75E+02;1,17E+02;-3,61E+02
5,75E+02;1,17E+02;-3,60E+02
5,75E+02;1,17E+02;-3,60E+02
5,75E+02;1,17E+02;-3,60E+02
5,75E+02;1,17E+02;-3,60E+02
5,75E+02;1,18E+02;-3,60E+02
5,75E+02;1,18E+02;-3,60E+02
5,75E+02;1,18E+02;-3,60E+02
5,75E+02;1,18E+02;-3,60E+02
5,75E+02;1,18E+02;-3,60E+02
5,75E+02;1,19E+02;-3,60E+02
5,75E+02;1,19E+02;-3,60E+02
5,75E+02;1,19E+02;-3,60E+02
5,75E+02;1,19E+02;-3,60E+02
5,75E+02;1,19E+02;-3,60E+02
5,75E+02;1,20E+02;-3,60E+02
5,75E+02;1,20E+02;-3,60E+02
5,75E+02;1,20E+02;-3,60E+02
5,75E+02;1,20E+02;-3,60E+02
5,75E+02;1,20E+02;-3,60E+02
5,75E+02;1,21E+02;-3,60E+02
5,75E+02;1,21E+02;-3,60E+02
5,75E+02;1,21E+02;-3,60E+02
5,75E+02;1,21E+02;-3,60E+02
5,75E+02;1,21E+02;-3,59E+02
5,75E+02;1,22E+02;-3,59E+02
5,75E+02;1,22E+02;-3,59E+02
5,75E+02;1,22E+02;-3,60E+02
5,75E+02;1,22E+02;-3,60E+02
5,75E+02;1,22E+02;-3,60E+02
5,75E+02;1,23E+02;-3,60E+02
5,75E+02;1,23E+02;-3,60E+02
5,75E+02;1,23E+02;-3,60E+02
5,75E+02;1,23E+02;-3,60E+02
5,75E+02;1,23E+02;-3,60E+02
5,75E+02;1,24E+02;-3,60E+02
5,75E+02;1,24E+02;-3,60E+02
5,75E+02;1,24E+02;-3,60E+02
5,75E+02;1,24E+02;-3,60E+02
5,75E+02;1,24E+02;-3,60E+02
5,75E+02;1,25E+02;-3,60E+02
5,75E+02;1,25E+02;-3,60E+02
5,75E+02;1,25E+02;-3,60E+02
5,75E+02;1,25E+02;-3,60E+02
5,75E+02;1,25E+02;-3,60E+02
5,75E+02;1,26E+02;-3,60E+02
5,75E+02;1,26E+02;-3,60E+02
5,75E+02;1,26E+02;-3,60E+02
5,75E+02;1,26E+02;-3,60E+02
5,75E+02;1,26E+02;-3,61E+02
5,75E+02;1,27E+02;-3,61E+02
5,75E+02;1,27E+02;-3,61E+02
5,75E+02;1,27E+02;-3,61E+02
5,75E+02;1,27E+02;-3,61E+02
5,75E+02;1,27E+02;-3,61E+02
5,75E+02;1,28E+02;-3,61E+02
5,75E+02;1,28E+02;-3,61E+02
5,75E+02;1,28E+02;-3,61E+02
5,75E+02;1,28E+02;-3,62E+02
5,75E+02;1,28E+02;-3,62E+02
5,75E+02;1,29E+02;-3,62E+02
5,75E+02;1,29E+02;-3,62E+02
5,75E+02;1,29E+02;-3,62E+02
5,75E+02;1,29E+02;-3,62E+02
5,75E+02;1,29E+02;-3,63E+02
5,74E+02;1,30E+02;-3,63E+02
5,74E+02;1,30E+02;-3,63E+02
5,75E+02;1,13E+02;-3,64E+02
5,75E+02;1,14E+02;-3,63E+02
5,75E+02;1,14E+02;-3,63E+02
5,75E+02;1,14E+02;-3,63E+02
5,75E+02;1,14E+02;-3,63E+02
5,75E+02;1,14E+02;-3,63E+02
5,75E+02;1,15E+02;-3,62E+02
5,75E+02;1,15E+02;-3,62E+02
5,75E+02;1,15E+02;-3,62E+02
5,75E+02;1,15E+02;-3,62E+02
5,75E+02;1,15E+02;-3,62E+02
5,75E+02;1,16E+02;-3,62E+02
5,75E+02;1,16E+02;-3,62E+02
5,75E+02;1,16E+02;-3,62E+02
5,75E+02;1,16E+02;-3,61E+02
5,75E+02;1,16E+02;-3,61E+02
5,75E+02;1,16E+02;-3,61E+02
5,75E+02;1,17E+02;-3,61E+02
5,75E+02;1,17E+02;-3,61E+02
5,75E+02;1,17E+02;-3,61E+02
5,75E+02;1,17E+02;-3,61E+02
5,75E+02;1,17E+02;-3,61E+02
5,75E+02;1,18E+02;-3,61E+02
5,75E+02;1,18E+02;-3,61E+02
5,75E+02;1,18E+02;-3,61E+02
5,75E+02;1,18E+02;-3,61E+02
5,75E+02;1,18E+02;-3,60E+02
5,75E+02;1,19E+02;-3,60E+02
5,75E+02;1,19E+02;-3,60E+02
5,75E+02;1,19E+02;-3,60E+02
5,75E+02;1,19E+02;-3,60E+02
5,75E+02;1,19E+02;-3,60E+02
5,75E+02;1,20E+02;-3,60E+02
5,75E+02;1,20E+02;-3,60E+02
5,75E+02;1,20E+02;-3,60E+02
5,75E+02;1,20E+02;-3,60E+02
5,75E+02;1,20E+02;-3,60E+02
5,75E+02;1,21E+02;-3,60E+02
5,75E+02;1,21E+02;-3,60E+02
5,75E+02;1,21E+02;-3,60E+02
5,75E+02;1,21E+02;-3,60E+02
5,75E+02;1,21E+02;-3,60E+02
5,75E+02;1,22E+02;-3,60E+02
5,75E+02;1,22E+02;-3,60E+02
5,75E+02;1,22E+02;-3,60E+02
5,75E+02;1,22E+02;-3,60E+02
5,75E+02;1,22E+02;-3,60E+02
5,75E+02;1,23E+02;-3,60E+02
5,75E+02;1,23E+02;-3,60E+02
5,75E+02;1,23E+02;-3,60E+02
5,75E+02;1,23E+02;-3,60E+02
5,75E+02;1,23E+02;-3,60E+02
5,75E+02;1,24E+02;-3,60E+02
5,75E+02;1,24E+02;-3,60E+02
5,75E+02;1,24E+02;-3,60E+02
5,75E+02;1,24E+02;-3,60E+02
5,75E+02;1,24E+02;-3,60E+02
5,75E+02;1,25E+02;-3,61E+02
5,75E+02;1,25E+02;-3,61E+02
5,75E+02;1,25E+02;-3,61E+02
5,75E+02;1,25E+02;-3,61E+02
5,75E+02;1,25E+02;-3,61E+02
5,75E+02;1,26E+02;-3,61E+02
5,75E+02;1,26E+02;-3,61E+02
5,75E+02;1,26E+02;-3,61E+02
5,75E+02;1,26E+02;-3,61E+02
5,75E+02;1,27E+02;-3,61E+02
5,75E+02;1,27E+02;-3,61E+02
5,75E+02;1,27E+02;-3,61E+02
5,75E+02;1,27E+02;-3,62E+02
5,75E+02;1,27E+02;-3,62E+02
5,75E+02;1,28E+02;-3,62E+02
5,75E+02;1,28E+02;-3,62E+02
5,75E+02;1,28E+02;-3,62E+02
5,75E+02;1,28E+02;-3,62E+02
5,75E+02;1,28E+02;-3,62E+02
5,75E+02;1,29E+02;-3,63E+02
5,75E+02;1,29E+02;-3,63E+02
5,75E+02;1,29E+02;-3,63E+02
5,75E+02;1,29E+02;-3,63E+02
5,75E+02;1,29E+02;-3,63E+02
5,75E+02;1,30E+02;-3,64E+02
5,75E+02;1,30E+02;-3,65E+02
